Instante,CargaEnergiaGWh,CargaEnergiaMWMed,IdSubSistema
"1997-02-07T22:00:00",528.1638,22006.825,"SE "
"1997-02-08T22:00:00",52.15632,2173.18,"N  "
"1997-02-08T22:00:00",112.75152,4697.98,"NE "
"1997-02-08T22:00:00",47.8548,1993.95,"S  "
"1997-02-09T22:00:00",56.2272,2342.8,"N  "
"1997-02-09T22:00:00",107.78472,4491.03,"NE "
"1997-02-09T22:00:00",49.73736,2072.39,"S  "
"1997-02-10T22:00:00",50.78808,2116.17,"N  "
"1997-02-10T22:00:00",108.80808,4533.67,"NE "
"1997-02-10T22:00:00",44.2188,1842.45,"S  "
"1997-02-11T22:00:00",50.07216,2086.34,"N  "
"1997-02-11T22:00:00",118.55088,4939.62,"NE "
"1997-02-11T22:00:00",138.33648,5764.02,"S  "
"1997-02-11T22:00:00",541.9343,22580.59583333,"SE "
"1997-02-12T22:00:00",51.67944,2153.31,"N  "
"1997-02-12T22:00:00",127.40928,5308.72,"NE "
"1997-02-12T22:00:00",147.84048,6160.02,"S  "
"1997-02-12T22:00:00",586.9558,24456.49166667,"SE "
"1997-02-13T22:00:00",51.77568,2157.32,"N  "
"1997-02-13T22:00:00",123.70872,5154.53,"NE "
"1997-02-13T22:00:00",148.58304,6190.96,"S  "
"1997-02-13T22:00:00",593.1781,24715.75416667,"SE "
"1997-02-14T22:00:00",49.93656,2080.69,"N  "
"1997-02-14T22:00:00",116.49936,4854.14,"NE "
"1997-02-14T22:00:00",130.31232,5429.68,"S  "
"1997-02-14T22:00:00",543.0337,22626.40416667,"SE "
"1997-02-15T22:00:00",49.8456,2076.9,"N  "
"1997-02-15T22:00:00",109.30176,4554.24,"NE "
"1997-02-15T22:00:00",109.73088,4572.12,"S  "
"1997-02-15T22:00:00",475.4206,19809.19166667,"SE "
"1997-02-16T21:00:00",52.65216,2193.84,"N  "
"1997-02-16T21:00:00",126.43008,5267.92,"NE "
"1997-02-16T21:00:00",144.55656,6023.19,"S  "
"1997-02-16T21:00:00",578.8052,24116.88333333,"SE "
"1997-02-17T21:00:00",53.3592,2223.3,"N  "
"1997-02-17T21:00:00",125.31552,5221.48,"NE "
"1997-02-17T21:00:00",151.73832,6322.43,"S  "
"1997-02-17T21:00:00",596.7223,24863.42916667,"SE "
"1997-02-18T21:00:00",54.04872,2252.03,"N  "
"1997-02-18T21:00:00",116.00064,4833.36,"NE "
"1997-02-18T21:00:00",153.16176,6381.74,"S  "
"1997-02-18T21:00:00",598.486,24936.91666667,"SE "
"1997-02-19T21:00:00",53.89824,2245.76,"N  "
"1997-02-19T21:00:00",123.25464,5135.61,"NE "
"1997-02-19T21:00:00",146.10984,6087.91,"S  "
"1997-02-19T21:00:00",612.6905,25528.77083333,"SE "
"1997-02-20T21:00:00",54.24336,2260.14,"N  "
"1997-02-20T21:00:00",126.5916,5274.65,"NE "
"1997-02-20T21:00:00",145.09704,6045.71,"S  "
"1997-02-20T21:00:00",613.3558,25556.49166667,"SE "
"1997-02-21T21:00:00",52.99584,2208.16,"N  "
"1997-02-21T21:00:00",119.52264,4980.11,"NE "
"1997-02-21T21:00:00",130.29936,5429.14,"S  "
"1997-02-21T21:00:00",548.3234,22846.80833333,"SE "
"1997-02-22T21:00:00",51.06672,2127.78,"N  "
"1997-02-22T21:00:00",113.66448,4736.02,"NE "
"1997-02-22T21:00:00",109.75512,4573.13,"S  "
"1997-02-22T21:00:00",487.5104,20312.93333333,"SE "
"1997-02-23T21:00:00",54.57576,2273.99,"N  "
"1997-02-23T21:00:00",126.21264,5258.86,"NE "
"1997-02-23T21:00:00",145.05648,6044.02,"S  "
"1997-02-23T21:00:00",595.8816,24828.4,"SE "
"1997-02-24T21:00:00",55.47288,2311.37,"N  "
"1997-02-24T21:00:00",126.1236,5255.15,"NE "
"1997-02-24T21:00:00",152.8476,6368.65,"S  "
"1997-02-24T21:00:00",605.4455,25226.89583333,"SE "
"1997-02-25T21:00:00",55.7208,2321.7,"N  "
"1997-02-25T21:00:00",126.75648,5281.52,"NE "
"1997-02-25T21:00:00",156.07584,6503.16,"S  "
"1997-02-25T21:00:00",604.0844,25170.18333333,"SE "
"1997-02-26T21:00:00",55.25136,2302.14,"N  "
"1997-02-26T21:00:00",127.3812,5307.55,"NE "
"1997-02-26T21:00:00",157.2372,6551.55,"S  "
"1997-02-26T21:00:00",601.7928,25074.7,"SE "
"1997-02-27T21:00:00",54.94608,2289.42,"N  "
"1997-02-27T21:00:00",127.14528,5297.72,"NE "
"1997-02-27T21:00:00",153.16248,6381.77,"S  "
"1997-02-27T21:00:00",596.7852,24866.05,"SE "
"1997-02-28T21:00:00",53.70096,2237.54,"N  "
"1997-02-28T21:00:00",118.33368,4930.57,"NE "
"1997-02-28T21:00:00",130.64304,5443.46,"S  "
"1997-02-28T21:00:00",527.5676,21981.98333333,"SE "
"1997-03-01T21:00:00",51.84072,2160.03,"N  "
"1997-03-01T21:00:00",106.52952,4438.73,"NE "
"1997-03-01T21:00:00",108.4728,4519.7,"S  "
"1997-03-01T21:00:00",462.3366,19264.025,"SE "
"1997-03-02T21:00:00",53.75568,2239.82,"N  "
"1997-03-02T21:00:00",123.03912,5126.63,"NE "
"1997-03-02T21:00:00",142.66248,5944.27,"S  "
"1997-03-02T21:00:00",574.232,23926.33333333,"SE "
"1997-03-03T21:00:00",45.6744,1903.1,"N  "
"1997-03-03T21:00:00",123.15528,5131.47,"NE "
"1997-03-03T21:00:00",145.66728,6069.47,"S  "
"1997-03-03T21:00:00",588.5173,24521.55416667,"SE "
"1997-03-04T21:00:00",54.39576,2266.49,"N  "
